№;P+, кВт;Q+, квар;Время;Дата
1;0.3750;0.0740;00:30;01.03.2019
2;0.3750;0.0730;01:00;01.03.2019
3;0.3760;0.0750;01:30;01.03.2019
4;0.3770;0.0740;02:00;01.03.2019
5;0.3970;0.0760;02:30;01.03.2019
6;0.3960;0.0750;03:00;01.03.2019
7;0.3930;0.0750;03:30;01.03.2019
8;0.3930;0.0740;04:00;01.03.2019
9;0.3930;0.0750;04:30;01.03.2019
10;0.3930;0.0740;05:00;01.03.2019
11;0.3920;0.0740;05:30;01.03.2019
12;0.3980;0.0770;06:00;01.03.2019
13;0.4020;0.0760;06:30;01.03.2019
14;0.4000;0.0750;07:00;01.03.2019
15;0.3940;0.0710;07:30;01.03.2019
16;0.2730;0.0030;08:00;01.03.2019
17;0.2540;0;08:30;01.03.2019
18;0.2570;0;09:00;01.03.2019
19;0.2550;0;09:30;01.03.2019
20;0.2460;0;10:00;01.03.2019
21;0.2490;0;10:30;01.03.2019
22;0.2570;0;11:00;01.03.2019
23;0.2650;0;11:30;01.03.2019
24;0.2640;0;12:00;01.03.2019
25;0.2630;0;12:30;01.03.2019
26;0.2620;0;13:00;01.03.2019
27;0.2630;0;13:30;01.03.2019
28;0.2640;0;14:00;01.03.2019
29;0.2590;0;14:30;01.03.2019
30;0.2590;0;15:00;01.03.2019
31;0.2540;0;15:30;01.03.2019
32;0.2540;0;16:00;01.03.2019
33;0.2720;0;16:30;01.03.2019
34;0.2730;0;17:00;01.03.2019
35;0.2710;0;17:30;01.03.2019
36;0.2750;0;18:00;01.03.2019
37;0.3000;0.0100;18:30;01.03.2019
38;0.4420;0.0750;19:00;01.03.2019
39;0.4510;0.0770;19:30;01.03.2019
40;0.4700;0.0770;20:00;01.03.2019
41;0.4710;0.0770;20:30;01.03.2019
42;0.4710;0.0740;21:00;01.03.2019
43;0.4710;0.0740;21:30;01.03.2019
44;0.4660;0.0760;22:00;01.03.2019
45;0.4470;0.0780;22:30;01.03.2019
46;0.4500;0.0770;23:00;01.03.2019
47;0.4600;0.0730;23:30;01.03.2019
48;0.4520;0.0720;00:00;02.03.2019
49;0.4390;0.0700;00:30;02.03.2019
50;0.4320;0.0710;01:00;02.03.2019
51;0.4230;0.0720;01:30;02.03.2019
52;0.3960;0.0730;02:00;02.03.2019
53;0.3950;0.0740;02:30;02.03.2019
54;0.3920;0.0730;03:00;02.03.2019
55;0.3930;0.0720;03:30;02.03.2019
56;0.3920;0.0730;04:00;02.03.2019
57;0.4100;0.0730;04:30;02.03.2019
58;0.4240;0.0730;05:00;02.03.2019
59;0.4300;0.0730;05:30;02.03.2019
60;0.4350;0.0730;06:00;02.03.2019
61;0.4240;0.0740;06:30;02.03.2019
62;0.4180;0.0730;07:00;02.03.2019
63;0.3250;0.0200;07:30;02.03.2019
64;0.2930;0;08:00;02.03.2019
65;0.2910;0;08:30;02.03.2019
66;0.2950;0;09:00;02.03.2019
67;0.2960;0;09:30;02.03.2019
68;0.2980;0;10:00;02.03.2019
69;0.3010;0;10:30;02.03.2019
70;0.2800;0;11:00;02.03.2019
71;0.2820;0;11:30;02.03.2019
72;0.2800;0;12:00;02.03.2019
73;0.2670;0;12:30;02.03.2019
74;0.2610;0;13:00;02.03.2019
75;0.2600;0;13:30;02.03.2019
76;0.2600;0;14:00;02.03.2019
77;0.2610;0;14:30;02.03.2019
78;0.2590;0;15:00;02.03.2019
79;0.2600;0;15:30;02.03.2019
80;0.2620;0;16:00;02.03.2019
81;0.2620;0;16:30;02.03.2019
82;0.2610;0;17:00;02.03.2019
83;0.2590;0;17:30;02.03.2019
84;0.2590;0;18:00;02.03.2019
85;0.2760;0.0090;18:30;02.03.2019
86;0.4200;0.0710;19:00;02.03.2019
87;0.4240;0.0750;19:30;02.03.2019
88;0.4270;0.0750;20:00;02.03.2019
89;0.4230;0.0740;20:30;02.03.2019
90;0.4050;0.0740;21:00;02.03.2019
91;0.4000;0.0730;21:30;02.03.2019
92;0.4020;0.0740;22:00;02.03.2019
93;0.4080;0.0670;22:30;02.03.2019
94;0.4180;0.0630;23:00;02.03.2019
95;0.4250;0.0720;23:30;02.03.2019
96;0.4220;0.0730;00:00;03.03.2019
97;0.4040;0.0740;00:30;03.03.2019
98;0.3980;0.0740;01:00;03.03.2019
99;0.3900;0.0730;01:30;03.03.2019
100;0.3890;0.0730;02:00;03.03.2019
101;0.4020;0.0740;02:30;03.03.2019
102;0.4040;0.0740;03:00;03.03.2019
103;0.4010;0.0750;03:30;03.03.2019
104;0.4010;0.0730;04:00;03.03.2019
105;0.3880;0.0740;04:30;03.03.2019
106;0.3820;0.0740;05:00;03.03.2019
107;0.3810;0.0740;05:30;03.03.2019
108;0.4190;0.0750;06:00;03.03.2019
109;0.4360;0.0740;06:30;03.03.2019
110;0.4350;0.0740;07:00;03.03.2019
111;0.3450;0.0190;07:30;03.03.2019
112;0.3180;0;08:00;03.03.2019
113;0.3190;0;08:30;03.03.2019
114;0.3170;0;09:00;03.03.2019
115;0.3170;0;09:30;03.03.2019
116;0.3150;0;10:00;03.03.2019
117;0.3150;0;10:30;03.03.2019
118;0.3140;0;11:00;03.03.2019
119;0.3140;0;11:30;03.03.2019
120;0.3100;0;12:00;03.03.2019
121;0.2990;0;12:30;03.03.2019
122;0.3020;0;13:00;03.03.2019
123;0.2900;0;13:30;03.03.2019
124;0.2820;0;14:00;03.03.2019
125;0.2840;0;14:30;03.03.2019
126;0.2820;0.0010;15:00;03.03.2019
127;0.2780;0;15:30;03.03.2019
128;0.2790;0;16:00;03.03.2019
129;0.2790;0;16:30;03.03.2019
130;0.2950;0;17:00;03.03.2019
131;0.2830;0;17:30;03.03.2019
132;0.2780;0;18:00;03.03.2019
133;0.2870;0.0100;18:30;03.03.2019
134;0.4210;0.0730;19:00;03.03.2019
135;0.4200;0.0750;19:30;03.03.2019
136;0.4230;0.0770;20:00;03.03.2019
137;0.4610;0.0680;20:30;03.03.2019
138;0.4630;0.0580;21:00;03.03.2019
139;0.4580;0.0750;21:30;03.03.2019
140;0.4600;0.0750;22:00;03.03.2019
141;0.4550;0.0760;22:30;03.03.2019
142;0.4370;0.0760;23:00;03.03.2019
143;0.4360;0.0750;23:30;03.03.2019
144;0.4360;0.0760;00:00;04.03.2019
145;0.4220;0.0770;00:30;04.03.2019
146;0.4180;0.0780;01:00;04.03.2019
147;0.4140;0.0760;01:30;04.03.2019
148;0.4170;0.0770;02:00;04.03.2019
149;0.3880;0.0780;02:30;04.03.2019
150;0.3860;0.0770;03:00;04.03.2019
151;0.3890;0.0790;03:30;04.03.2019
152;0.3830;0.0780;04:00;04.03.2019
153;0.3820;0.0780;04:30;04.03.2019
154;0.3820;0.0780;05:00;04.03.2019
155;0.3860;0.0760;05:30;04.03.2019
156;0.4020;0.0760;06:00;04.03.2019
157;0.4090;0.0790;06:30;04.03.2019
158;0.4070;0.0770;07:00;04.03.2019
159;0.3100;0.0190;07:30;04.03.2019
160;0.2830;0;08:00;04.03.2019
161;0.2840;0;08:30;04.03.2019
162;0.2850;0;09:00;04.03.2019
163;0.2870;0;09:30;04.03.2019
164;0.2860;0;10:00;04.03.2019
165;0.2920;0;10:30;04.03.2019
166;0.2900;0;11:00;04.03.2019
167;0.2820;0;11:30;04.03.2019
168;0.2690;0;12:00;04.03.2019
169;0.2680;0;12:30;04.03.2019
170;0.2690;0.0010;13:00;04.03.2019
171;0.2670;0;13:30;04.03.2019
172;0.2650;0;14:00;04.03.2019
173;0.2620;0;14:30;04.03.2019
174;0.2650;0;15:00;04.03.2019
175;0.2630;0;15:30;04.03.2019
176;0.2680;0;16:00;04.03.2019
177;0.2650;0;16:30;04.03.2019
178;0.2680;0;17:00;04.03.2019
179;0.2680;0;17:30;04.03.2019
180;0.2860;0;18:00;04.03.2019
181;0.2970;0.0100;18:30;04.03.2019
182;0.4360;0.0770;19:00;04.03.2019
183;0.4360;0.0770;19:30;04.03.2019
184;0.4340;0.0770;20:00;04.03.2019
185;0.4360;0.0800;20:30;04.03.2019
186;0.4360;0.0810;21:00;04.03.2019
187;0.4340;0.0790;21:30;04.03.2019
188;0.4330;0.0790;22:00;04.03.2019
189;0.4310;0.0780;22:30;04.03.2019
190;0.4480;0.0740;23:00;04.03.2019
191;0.4460;0.0790;23:30;04.03.2019
192;0.4260;0.0770;00:00;05.03.2019
193;0.4030;0.0750;00:30;05.03.2019
194;0.4040;0.0760;01:00;05.03.2019
195;0.4050;0.0750;01:30;05.03.2019
196;0.4050;0.0750;02:00;05.03.2019
197;0.4060;0.0760;02:30;05.03.2019
198;0.4080;0.0770;03:00;05.03.2019
199;0.4090;0.0770;03:30;05.03.2019
200;0.4060;0.0770;04:00;05.03.2019
201;0.4050;0.0760;04:30;05.03.2019
202;0.3910;0.0770;05:00;05.03.2019
203;0.3870;0.0760;05:30;05.03.2019
204;0.3890;0.0770;06:00;05.03.2019
205;0.3900;0.0760;06:30;05.03.2019
206;0.3980;0.0760;07:00;05.03.2019
207;0.3160;0.0200;07:30;05.03.2019
208;0.2810;0;08:00;05.03.2019
209;0.2810;0;08:30;05.03.2019
210;0.2840;0;09:00;05.03.2019
211;0.2850;0;09:30;05.03.2019
212;0.2850;0;10:00;05.03.2019
213;0.2890;0;10:30;05.03.2019
214;0.2880;0;11:00;05.03.2019
215;0.2840;0;11:30;05.03.2019
216;0.2780;0;12:00;05.03.2019
217;0.2820;0;12:30;05.03.2019
218;0.2750;0;13:00;05.03.2019
219;0.2660;0;13:30;05.03.2019
220;0.2650;0;14:00;05.03.2019
221;0.2640;0;14:30;05.03.2019
222;0.2660;0;15:00;05.03.2019
223;0.2630;0;15:30;05.03.2019
224;0.2610;0;16:00;05.03.2019
225;0.2600;0;16:30;05.03.2019
226;0.2600;0.0050;17:00;05.03.2019
227;0.2570;0;17:30;05.03.2019
228;0.2550;0;18:00;05.03.2019
229;0.2690;0.0100;18:30;05.03.2019
230;0.4030;0.0760;19:00;05.03.2019
231;0.4050;0.0760;19:30;05.03.2019
232;0.4040;0.0760;20:00;05.03.2019
233;0.4030;0.0770;20:30;05.03.2019
234;0.4060;0.0770;21:00;05.03.2019
235;0.4030;0.0560;21:30;05.03.2019
236;0.4280;0.0670;22:00;05.03.2019
237;0.4270;0.0660;22:30;05.03.2019
238;0.4250;0.0690;23:00;05.03.2019
239;0.4230;0.0710;23:30;05.03.2019
240;0.4220;0.0730;00:00;06.03.2019
241;0.4050;0.0760;00:30;06.03.2019
242;0.4040;0.0760;01:00;06.03.2019
243;0.4050;0.0760;01:30;06.03.2019
244;0.4040;0.0760;02:00;06.03.2019
245;0.4070;0.0800;02:30;06.03.2019
246;0.4080;0.0810;03:00;06.03.2019
247;0.3980;0.0790;03:30;06.03.2019
248;0.3790;0.0780;04:00;06.03.2019
249;0.3770;0.0770;04:30;06.03.2019
250;0.3780;0.0770;05:00;06.03.2019
251;0.3850;0.0760;05:30;06.03.2019
252;0.3890;0.0770;06:00;06.03.2019
253;0.4100;0.0760;06:30;06.03.2019
254;0.4290;0.0770;07:00;06.03.2019
255;0.3320;0.0190;07:30;06.03.2019
256;0.3160;0;08:00;06.03.2019
257;0.3240;0.0010;08:30;06.03.2019
258;0.3260;0;09:00;06.03.2019
259;0.3300;0;09:30;06.03.2019
260;0.3290;0;10:00;06.03.2019
261;0.3340;0;10:30;06.03.2019
262;0.3310;0;11:00;06.03.2019
263;0.3330;0;11:30;06.03.2019
264;0.3340;0;12:00;06.03.2019
265;0.3140;0;12:30;06.03.2019
266;0.2970;0;13:00;06.03.2019
267;0.2930;0;13:30;06.03.2019
268;0.2820;0;14:00;06.03.2019
269;0.2930;0;14:30;06.03.2019
270;0.2910;0;15:00;06.03.2019
271;0.2880;0;15:30;06.03.2019
272;0.2880;0;16:00;06.03.2019
273;0.2940;0;16:30;06.03.2019
274;0.2920;0;17:00;06.03.2019
275;0.2990;0.0040;17:30;06.03.2019
276;0.3090;0.0030;18:00;06.03.2019
277;0.3220;0.0130;18:30;06.03.2019
278;0.4560;0.0760;19:00;06.03.2019
279;0.4600;0.0770;19:30;06.03.2019
280;0.4620;0.0790;20:00;06.03.2019
281;0.4490;0.0790;20:30;06.03.2019
282;0.4620;0.0790;21:00;06.03.2019
283;0.4630;0.0800;21:30;06.03.2019
284;0.4580;0.0770;22:00;06.03.2019
285;0.4590;0.0760;22:30;06.03.2019
286;0.4610;0.0800;23:00;06.03.2019
287;0.4490;0.0770;23:30;06.03.2019
288;0.4340;0.0770;00:00;07.03.2019
289;0.4130;0.0780;00:30;07.03.2019
290;0.4070;0.0770;01:00;07.03.2019
291;0.4060;0.0790;01:30;07.03.2019
292;0.4070;0.0770;02:00;07.03.2019
293;0.4210;0.0790;02:30;07.03.2019
294;0.4170;0.0790;03:00;07.03.2019
295;0.4320;0.0790;03:30;07.03.2019
296;0.4300;0.0780;04:00;07.03.2019
297;0.4170;0.0790;04:30;07.03.2019
298;0.4160;0.0790;05:00;07.03.2019
299;0.4140;0.0770;05:30;07.03.2019
300;0.4180;0.0780;06:00;07.03.2019
301;0.4190;0.0780;06:30;07.03.2019
302;0.4240;0.0790;07:00;07.03.2019
303;0.3310;0.0240;07:30;07.03.2019
304;0.2950;0;08:00;07.03.2019
305;0.3100;0.0010;08:30;07.03.2019
306;0.3100;0;09:00;07.03.2019
307;0.2960;0;09:30;07.03.2019
308;0.3010;0;10:00;07.03.2019
309;0.2810;0;10:30;07.03.2019
310;0.2770;0;11:00;07.03.2019
311;0.2790;0;11:30;07.03.2019
312;0.2740;0.0010;12:00;07.03.2019
313;0.2740;0.0110;12:30;07.03.2019
314;0.2720;0;13:00;07.03.2019
315;0.2720;0;13:30;07.03.2019
316;0.2690;0;14:00;07.03.2019
317;0.2670;0;14:30;07.03.2019
318;0.2670;0;15:00;07.03.2019
319;0.2660;0;15:30;07.03.2019
320;0.2650;0;16:00;07.03.2019
321;0.2650;0;16:30;07.03.2019
322;0.2640;0;17:00;07.03.2019
323;0.2650;0;17:30;07.03.2019
324;0.2680;0;18:00;07.03.2019
325;0.2770;0.0110;18:30;07.03.2019
326;0.4350;0.0810;19:00;07.03.2019
327;0.4450;0.0810;19:30;07.03.2019
328;0.4440;0.0800;20:00;07.03.2019
329;0.4390;0.0770;20:30;07.03.2019
330;0.4440;0.0800;21:00;07.03.2019
331;0.4430;0.0780;21:30;07.03.2019
332;0.4400;0.0790;22:00;07.03.2019
333;0.4500;0.0770;22:30;07.03.2019
334;0.4600;0.0730;23:00;07.03.2019
335;0.4580;0.0780;23:30;07.03.2019
336;0.4500;0.0760;00:00;08.03.2019
337;0.4120;0.0800;00:30;08.03.2019
338;0.3880;0.0780;01:00;08.03.2019
339;0.3770;0.0780;01:30;08.03.2019
340;0.3780;0.0780;02:00;08.03.2019
341;0.3800;0.0800;02:30;08.03.2019
342;0.3800;0.0800;03:00;08.03.2019
343;0.3800;0.0800;03:30;08.03.2019
344;0.3800;0.0790;04:00;08.03.2019
345;0.3800;0.0800;04:30;08.03.2019
346;0.3810;0.0800;05:00;08.03.2019
347;0.3990;0.0790;05:30;08.03.2019
348;0.4030;0.0800;06:00;08.03.2019
349;0.4080;0.0790;06:30;08.03.2019
350;0.4230;0.0810;07:00;08.03.2019
351;0.3280;0.0200;07:30;08.03.2019
352;0.3070;0;08:00;08.03.2019
353;0.3090;0.0010;08:30;08.03.2019
354;0.2980;0;09:00;08.03.2019
355;0.2980;0;09:30;08.03.2019
356;0.2980;0;10:00;08.03.2019
357;0.2980;0;10:30;08.03.2019
358;0.2990;0;11:00;08.03.2019
359;0.2790;0;11:30;08.03.2019
360;0.2770;0;12:00;08.03.2019
361;0.2760;0;12:30;08.03.2019
362;0.2770;0;13:00;08.03.2019
363;0.2710;0;13:30;08.03.2019
364;0.2640;0;14:00;08.03.2019
365;0.2630;0;14:30;08.03.2019
366;0.2630;0;15:00;08.03.2019
367;0.2640;0;15:30;08.03.2019
368;0.2640;0;16:00;08.03.2019
369;0.2610;0;16:30;08.03.2019
370;0.2610;0;17:00;08.03.2019
371;0.2610;0;17:30;08.03.2019
372;0.2610;0;18:00;08.03.2019
373;0.2740;0.0100;18:30;08.03.2019
374;0.4150;0.0790;19:00;08.03.2019
375;0.4310;0.0800;19:30;08.03.2019
376;0.4360;0.0790;20:00;08.03.2019
377;0.4350;0.0730;20:30;08.03.2019
378;0.4350;0.0610;21:00;08.03.2019
379;0.4360;0.0690;21:30;08.03.2019
380;0.4330;0.0780;22:00;08.03.2019
381;0.4320;0.0680;22:30;08.03.2019
382;0.4310;0.0650;23:00;08.03.2019
383;0.4320;0.0760;23:30;08.03.2019
384;0.4220;0.0750;00:00;09.03.2019
385;0.3960;0.0750;00:30;09.03.2019
386;0.3930;0.0760;01:00;09.03.2019
387;0.3780;0.0760;01:30;09.03.2019
388;0.3770;0.0750;02:00;09.03.2019
389;0.3790;0.0780;02:30;09.03.2019
390;0.3790;0.0770;03:00;09.03.2019
391;0.3790;0.0780;03:30;09.03.2019
392;0.3800;0.0780;04:00;09.03.2019
393;0.3790;0.0770;04:30;09.03.2019
394;0.3800;0.0770;05:00;09.03.2019
395;0.3790;0.0770;05:30;09.03.2019
396;0.3820;0.0770;06:00;09.03.2019
397;0.3830;0.0770;06:30;09.03.2019
398;0.3830;0.0770;07:00;09.03.2019
399;0.2910;0.0200;07:30;09.03.2019
400;0.2570;0;08:00;09.03.2019
401;0.2570;0;08:30;09.03.2019
402;0.2590;0;09:00;09.03.2019
403;0.2580;0;09:30;09.03.2019
404;0.2600;0;10:00;09.03.2019
405;0.2630;0;10:30;09.03.2019
406;0.2530;0;11:00;09.03.2019
407;0.2500;0;11:30;09.03.2019
408;0.2520;0;12:00;09.03.2019
409;0.2520;0;12:30;09.03.2019
410;0.2520;0;13:00;09.03.2019
411;0.2520;0;13:30;09.03.2019
412;0.2520;0;14:00;09.03.2019
413;0.2520;0;14:30;09.03.2019
414;0.2520;0;15:00;09.03.2019
415;0.2520;0;15:30;09.03.2019
416;0.2520;0;16:00;09.03.2019
417;0.2520;0;16:30;09.03.2019
418;0.2530;0;17:00;09.03.2019
419;0.2520;0;17:30;09.03.2019
420;0.2520;0;18:00;09.03.2019
421;0.2630;0.0100;18:30;09.03.2019
422;0.3950;0.0700;19:00;09.03.2019
423;0.3960;0.0720;19:30;09.03.2019
424;0.4130;0.0740;20:00;09.03.2019
425;0.4190;0.0740;20:30;09.03.2019
426;0.4200;0.0750;21:00;09.03.2019
427;0.4190;0.0760;21:30;09.03.2019
428;0.4000;0.0770;22:00;09.03.2019
429;0.3990;0.0700;22:30;09.03.2019
430;0.4040;0.0660;23:00;09.03.2019
431;0.3990;0.0720;23:30;09.03.2019
432;0.3980;0.0740;00:00;10.03.2019
433;0.3820;0.0770;00:30;10.03.2019
434;0.3750;0.0760;01:00;10.03.2019
435;0.3810;0.0780;01:30;10.03.2019
436;0.3830;0.0770;02:00;10.03.2019
437;0.3880;0.0770;02:30;10.03.2019
438;0.3990;0.0770;03:00;10.03.2019
439;0.3960;0.0780;03:30;10.03.2019
440;0.3980;0.0770;04:00;10.03.2019
441;0.3890;0.0770;04:30;10.03.2019
442;0.3780;0.0770;05:00;10.03.2019
443;0.3740;0.0770;05:30;10.03.2019
444;0.3770;0.0770;06:00;10.03.2019
445;0.3790;0.0770;06:30;10.03.2019
446;0.3770;0.0770;07:00;10.03.2019
447;0.2860;0.0200;07:30;10.03.2019
448;0.2640;0;08:00;10.03.2019
449;0.2790;0;08:30;10.03.2019
450;0.2780;0;09:00;10.03.2019
451;0.2790;0;09:30;10.03.2019
452;0.2700;0;10:00;10.03.2019
453;0.2610;0;10:30;10.03.2019
454;0.2620;0;11:00;10.03.2019
455;0.2610;0;11:30;10.03.2019
456;0.2600;0;12:00;10.03.2019
457;0.2630;0;12:30;10.03.2019
458;0.2820;0;13:00;10.03.2019
459;0.2800;0;13:30;10.03.2019
460;0.2810;0;14:00;10.03.2019
461;0.2800;0;14:30;10.03.2019
462;0.2790;0;15:00;10.03.2019
463;0.2770;0;15:30;10.03.2019
464;0.2740;0;16:00;10.03.2019
465;0.2690;0;16:30;10.03.2019
466;0.2680;0;17:00;10.03.2019
467;0.2680;0;17:30;10.03.2019
468;0.2680;0;18:00;10.03.2019
469;0.2780;0.0090;18:30;10.03.2019
470;0.3930;0.0540;19:00;10.03.2019
471;0.3940;0.0600;19:30;10.03.2019
472;0.3940;0.0720;20:00;10.03.2019
473;0.3920;0.0570;20:30;10.03.2019
474;0.3930;0.0360;21:00;10.03.2019
475;0.3940;0.0550;21:30;10.03.2019
476;0.3940;0.0700;22:00;10.03.2019
477;0.3940;0.0770;22:30;10.03.2019
478;0.3950;0.0750;23:00;10.03.2019
479;0.3940;0.0750;23:30;10.03.2019
480;0.3940;0.0780;00:00;11.03.2019
481;0.3800;0.0780;00:30;11.03.2019
482;0.3770;0.0750;01:00;11.03.2019
483;0.3770;0.0790;01:30;11.03.2019
484;0.3800;0.0790;02:00;11.03.2019
485;0.3820;0.0790;02:30;11.03.2019
486;0.3790;0.0790;03:00;11.03.2019
487;0.3800;0.0800;03:30;11.03.2019
488;0.3800;0.0790;04:00;11.03.2019
489;0.3790;0.0780;04:30;11.03.2019
490;0.3790;0.0770;05:00;11.03.2019
491;0.3810;0.0760;05:30;11.03.2019
492;0.4080;0.0800;06:00;11.03.2019
493;0.4270;0.0780;06:30;11.03.2019
494;0.4310;0.0760;07:00;11.03.2019
495;0.3370;0.0190;07:30;11.03.2019
496;0.3130;0;08:00;11.03.2019
497;0.3190;0.0010;08:30;11.03.2019
498;0.3200;0;09:00;11.03.2019
499;0.3240;0;09:30;11.03.2019
