№;P+, кВт;Q+, квар;Время;Дата
1000;0.4060;0.0770;20:00;21.03.2019
1001;0.4040;0.0750;20:30;21.03.2019
1002;0.4030;0.0670;21:00;21.03.2019
1003;0.3990;0.0640;21:30;21.03.2019
1004;0.3980;0.0740;22:00;21.03.2019
1005;0.3950;0.0690;22:30;21.03.2019
1006;0.3940;0.0660;23:00;21.03.2019
1007;0.3950;0.0710;23:30;21.03.2019
1008;0.3940;0.0720;00:00;22.03.2019
1009;0.3890;0.0710;00:30;22.03.2019
1010;0.3890;0.0700;01:00;22.03.2019
1011;0.3860;0.0720;01:30;22.03.2019
1012;0.3740;0.0750;02:00;22.03.2019
1013;0.3700;0.0730;02:30;22.03.2019
1014;0.3690;0.0740;03:00;22.03.2019
1015;0.3700;0.0740;03:30;22.03.2019
1016;0.3690;0.0730;04:00;22.03.2019
1017;0.3830;0.0740;04:30;22.03.2019
1018;0.3940;0.0730;05:00;22.03.2019
1019;0.3950;0.0720;05:30;22.03.2019
1020;0.3980;0.0740;06:00;22.03.2019
1021;0.3110;0.0180;06:30;22.03.2019
1022;0.2790;0;07:00;22.03.2019
1023;0.2820;0.0020;07:30;22.03.2019
1024;0.2810;0;08:00;22.03.2019
1025;0.2840;0;08:30;22.03.2019
1026;0.2870;0;09:00;22.03.2019
1027;0.2960;0;09:30;22.03.2019
1028;0.3140;0;10:00;22.03.2019
1029;0.3070;0;10:30;22.03.2019
1030;0.2910;0;11:00;22.03.2019
1031;0.2920;0;11:30;22.03.2019
1032;0.2900;0;12:00;22.03.2019
1033;0.2880;0;12:30;22.03.2019
1034;0.2880;0;13:00;22.03.2019
1035;0.2880;0;13:30;22.03.2019
1036;0.2890;0;14:00;22.03.2019
1037;0.2870;0;14:30;22.03.2019
1038;0.2910;0;15:00;22.03.2019
1039;0.2980;0;15:30;22.03.2019
1040;0.2850;0;16:00;22.03.2019
1041;0.2840;0;16:30;22.03.2019
1042;0.2830;0;17:00;22.03.2019
1043;0.2800;0;17:30;22.03.2019
1044;0.2820;0;18:00;22.03.2019
1045;0.2800;0;18:30;22.03.2019
1046;0.2920;0;19:00;22.03.2019
1047;0.4010;0.0560;19:30;22.03.2019
1048;0.4480;0.0770;20:00;22.03.2019
1049;0.4470;0.0750;20:30;22.03.2019
1050;0.4430;0.0710;21:00;22.03.2019
1051;0.4230;0.0730;21:30;22.03.2019
1052;0.4220;0.0740;22:00;22.03.2019
1053;0.4170;0.0620;22:30;22.03.2019
1054;0.4150;0.0560;23:00;22.03.2019
1055;0.4190;0.0710;23:30;22.03.2019
1056;0.4080;0.0690;00:00;23.03.2019
1057;0.3910;0.0700;00:30;23.03.2019
1058;0.3750;0.0710;01:00;23.03.2019
1059;0.3740;0.0720;01:30;23.03.2019
1060;0.3850;0.0710;02:00;23.03.2019
1061;0.3890;0.0720;02:30;23.03.2019
1062;0.3880;0.0710;03:00;23.03.2019
1063;0.3940;0.0730;03:30;23.03.2019
1064;0.3920;0.0720;04:00;23.03.2019
1065;0.3930;0.0720;04:30;23.03.2019
1066;0.3920;0.0720;05:00;23.03.2019
1067;0.3890;0.0720;05:30;23.03.2019
1068;0.3910;0.0730;06:00;23.03.2019
1069;0.3080;0.0180;06:30;23.03.2019
1070;0.2920;0;07:00;23.03.2019
1071;0.2980;0;07:30;23.03.2019
1072;0.2840;0;08:00;23.03.2019
1073;0.2800;0;08:30;23.03.2019
1074;0.2780;0;09:00;23.03.2019
1075;0.2800;0;09:30;23.03.2019
1076;0.2780;0;10:00;23.03.2019
1077;0.2800;0;10:30;23.03.2019
1078;0.2780;0;11:00;23.03.2019
1079;0.2790;0;11:30;23.03.2019
1080;0.2790;0;12:00;23.03.2019
1081;0.2780;0;12:30;23.03.2019
1082;0.2580;0;13:00;23.03.2019
1083;0.2520;0;13:30;23.03.2019
1084;0.2500;0;14:00;23.03.2019
1085;0.2520;0;14:30;23.03.2019
1086;0.2490;0;15:00;23.03.2019
1087;0.2490;0;15:30;23.03.2019
1088;0.2470;0;16:00;23.03.2019
1089;0.2470;0;16:30;23.03.2019
1090;0.2470;0;17:00;23.03.2019
1091;0.2450;0;17:30;23.03.2019
1092;0.2470;0;18:00;23.03.2019
1093;0.2470;0;18:30;23.03.2019
1094;0.2450;0;19:00;23.03.2019
1095;0.3460;0.0560;19:30;23.03.2019
1096;0.3810;0.0690;20:00;23.03.2019
1097;0.3820;0.0680;20:30;23.03.2019
1098;0.3820;0.0680;21:00;23.03.2019
1099;0.3820;0.0670;21:30;23.03.2019
1100;0.3830;0.0700;22:00;23.03.2019
1101;0.3790;0.0650;22:30;23.03.2019
1102;0.3790;0.0560;23:00;23.03.2019
1103;0.3820;0.0680;23:30;23.03.2019
1104;0.3800;0.0670;00:00;24.03.2019
1105;0.3800;0.0690;00:30;24.03.2019
1106;0.3760;0.0710;01:00;24.03.2019
1107;0.3740;0.0700;01:30;24.03.2019
1108;0.3800;0.0710;02:00;24.03.2019
1109;0.3830;0.0720;02:30;24.03.2019
1110;0.3820;0.0710;03:00;24.03.2019
1111;0.3840;0.0730;03:30;24.03.2019
1112;0.3840;0.0720;04:00;24.03.2019
1113;0.3840;0.0720;04:30;24.03.2019
1114;0.3840;0.0720;05:00;24.03.2019
1115;0.3830;0.0710;05:30;24.03.2019
1116;0.3850;0.0720;06:00;24.03.2019
1117;0.2810;0.0170;06:30;24.03.2019
1118;0.2490;0;07:00;24.03.2019
1119;0.2510;0;07:30;24.03.2019
1120;0.2480;0;08:00;24.03.2019
1121;0.2450;0;08:30;24.03.2019
1122;0.2500;0;09:00;24.03.2019
1123;0.2550;0;09:30;24.03.2019
1124;0.2540;0;10:00;24.03.2019
1125;0.2560;0;10:30;24.03.2019
1126;0.2570;0;11:00;24.03.2019
1127;0.2650;0;11:30;24.03.2019
1128;0.2770;0;12:00;24.03.2019
1129;0.2770;0;12:30;24.03.2019
1130;0.2740;0;13:00;24.03.2019
1131;0.2740;0;13:30;24.03.2019
1132;0.2750;0;14:00;24.03.2019
1133;0.2750;0;14:30;24.03.2019
1134;0.2740;0;15:00;24.03.2019
1135;0.2910;0.0010;15:30;24.03.2019
1136;0.2900;0;16:00;24.03.2019
1137;0.2900;0;16:30;24.03.2019
1138;0.2910;0;17:00;24.03.2019
1139;0.2830;0;17:30;24.03.2019
1140;0.2700;0;18:00;24.03.2019
1141;0.2720;0;18:30;24.03.2019
1142;0.2840;0;19:00;24.03.2019
1143;0.3930;0.0490;19:30;24.03.2019
1144;0.4320;0.0690;20:00;24.03.2019
1145;0.4320;0.0670;20:30;24.03.2019
1146;0.4370;0.0640;21:00;24.03.2019
1147;0.4200;0.0560;21:30;24.03.2019
1148;0.4160;0.0670;22:00;24.03.2019
1149;0.4150;0.0700;22:30;24.03.2019
1150;0.4290;0.0690;23:00;24.03.2019
1151;0.4320;0.0700;23:30;24.03.2019
1152;0.4320;0.0710;00:00;25.03.2019
1153;0.4180;0.0740;00:30;25.03.2019
1154;0.4010;0.0730;01:00;25.03.2019
1155;0.3960;0.0740;01:30;25.03.2019
1156;0.3940;0.0750;02:00;25.03.2019
1157;0.3940;0.0750;02:30;25.03.2019
1158;0.3940;0.0750;03:00;25.03.2019
1159;0.3940;0.0750;03:30;25.03.2019
1160;0.3960;0.0740;04:00;25.03.2019
1161;0.4080;0.0740;04:30;25.03.2019
1162;0.3900;0.0740;05:00;25.03.2019
1163;0.3880;0.0730;05:30;25.03.2019
1164;0.3960;0.0750;06:00;25.03.2019
1165;0.3040;0.0170;06:30;25.03.2019
1166;0.2720;0;07:00;25.03.2019
1167;0.2760;0;07:30;25.03.2019
1168;0.2770;0;08:00;25.03.2019
1169;0.2770;0;08:30;25.03.2019
1170;0.2820;0;09:00;25.03.2019
1171;0.2840;0;09:30;25.03.2019
1172;0.2770;0;10:00;25.03.2019
1173;0.2640;0;10:30;25.03.2019
1174;0.2630;0;11:00;25.03.2019
1175;0.2640;0.0020;11:30;25.03.2019
1176;0.2640;0.0060;12:00;25.03.2019
1177;0.2630;0;12:30;25.03.2019
1178;0.2620;0;13:00;25.03.2019
1179;0.2590;0;13:30;25.03.2019
1180;0.2580;0;14:00;25.03.2019
1181;0.2580;0;14:30;25.03.2019
1182;0.2550;0;15:00;25.03.2019
1183;0.2530;0;15:30;25.03.2019
1184;0.2490;0;16:00;25.03.2019
1185;0.2500;0;16:30;25.03.2019
1186;0.2500;0;17:00;25.03.2019
1187;0.2510;0;17:30;25.03.2019
1188;0.2510;0;18:00;25.03.2019
1189;0.2510;0;18:30;25.03.2019
1190;0.2490;0;19:00;25.03.2019
1191;0.3580;0.0590;19:30;25.03.2019
1192;0.3990;0.0750;20:00;25.03.2019
1193;0.3960;0.0730;20:30;25.03.2019
1194;0.3990;0.0790;21:00;25.03.2019
1195;0.4000;0.0780;21:30;25.03.2019
1196;0.3960;0.0750;22:00;25.03.2019
1197;0.3930;0.0690;22:30;25.03.2019
1198;0.3920;0.0650;23:00;25.03.2019
1199;0.3910;0.0730;23:30;25.03.2019
1200;0.3890;0.0710;00:00;26.03.2019
1201;0.3680;0.0720;00:30;26.03.2019
1202;0.3650;0.0720;01:00;26.03.2019
1203;0.3820;0.0730;01:30;26.03.2019
1204;0.3880;0.0740;02:00;26.03.2019
1205;0.3910;0.0740;02:30;26.03.2019
1206;0.3880;0.0740;03:00;26.03.2019
1207;0.3910;0.0740;03:30;26.03.2019
1208;0.3900;0.0740;04:00;26.03.2019
1209;0.3900;0.0740;04:30;26.03.2019
1210;0.3900;0.0740;05:00;26.03.2019
1211;0.3900;0.0730;05:30;26.03.2019
1212;0.3940;0.0750;06:00;26.03.2019
1213;0.3040;0.0220;06:30;26.03.2019
1214;0.2720;0;07:00;26.03.2019
1215;0.2570;0;07:30;26.03.2019
1216;0.2540;0;08:00;26.03.2019
1217;0.2540;0;08:30;26.03.2019
1218;0.2520;0;09:00;26.03.2019
1219;0.2530;0;09:30;26.03.2019
1220;0.2510;0;10:00;26.03.2019
1221;0.2520;0;10:30;26.03.2019
1222;0.2490;0;11:00;26.03.2019
1223;0.2490;0;11:30;26.03.2019
1224;0.2480;0;12:00;26.03.2019
1225;0.2480;0;12:30;26.03.2019
1226;0.2470;0;13:00;26.03.2019
1227;0.2480;0;13:30;26.03.2019
1228;0.2510;0.0030;14:00;26.03.2019
1229;0.2500;0.0020;14:30;26.03.2019
1230;0.2480;0;15:00;26.03.2019
1231;0.2500;0;15:30;26.03.2019
1232;0.2490;0;16:00;26.03.2019
1233;0.2510;0;16:30;26.03.2019
1234;0.2500;0;17:00;26.03.2019
1235;0.2510;0.0050;17:30;26.03.2019
1236;0.2500;0.0020;18:00;26.03.2019
1237;0.2490;0;18:30;26.03.2019
1238;0.2490;0;19:00;26.03.2019
1239;0.3540;0.0580;19:30;26.03.2019
1240;0.3950;0.0730;20:00;26.03.2019
1241;0.3490;0.0580;20:30;26.03.2019
1242;0.3510;0.0560;21:00;26.03.2019
1243;0.3980;0.0750;21:30;26.03.2019
1244;0.4010;0.0740;22:00;26.03.2019
1245;0.4010;0.0730;22:30;26.03.2019
1246;0.4000;0.0720;23:00;26.03.2019
1247;0.3970;0.0720;23:30;26.03.2019
1248;0.3920;0.0720;00:00;27.03.2019
1249;0.3740;0.0730;00:30;27.03.2019
1250;0.3780;0.0730;01:00;27.03.2019
1251;0.3890;0.0730;01:30;27.03.2019
1252;0.3910;0.0740;02:00;27.03.2019
1253;0.3790;0.0570;02:30;27.03.2019
1254;0.3870;0.0730;03:00;27.03.2019
1255;0.3880;0.0730;03:30;27.03.2019
1256;0.3910;0.0740;04:00;27.03.2019
1257;0.3920;0.0730;04:30;27.03.2019
1258;0.3920;0.0740;05:00;27.03.2019
1259;0.3910;0.0730;05:30;27.03.2019
1260;0.3950;0.0730;06:00;27.03.2019
1261;0.3050;0.0190;06:30;27.03.2019
1262;0.2670;0;07:00;27.03.2019
1263;0.2590;0.0010;07:30;27.03.2019
1264;0.2570;0;08:00;27.03.2019
1265;0.2530;0;08:30;27.03.2019
1266;0.2560;0;09:00;27.03.2019
1267;0.2580;0;09:30;27.03.2019
1268;0.2540;0;10:00;27.03.2019
1269;0.2550;0;10:30;27.03.2019
1270;0.2560;0;11:00;27.03.2019
1271;0.2560;0;11:30;27.03.2019
1272;0.2550;0;12:00;27.03.2019
1273;0.2600;0;12:30;27.03.2019
1274;0.2620;0;13:00;27.03.2019
1275;0.2640;0.0020;13:30;27.03.2019
1276;0.2640;0;14:00;27.03.2019
1277;0.2590;0;14:30;27.03.2019
1278;0.2570;0;15:00;27.03.2019
1279;0.2550;0;15:30;27.03.2019
1280;0.2570;0;16:00;27.03.2019
1281;0.2540;0;16:30;27.03.2019
1282;0.2540;0;17:00;27.03.2019
1283;0.2550;0;17:30;27.03.2019
1284;0.2600;0.0040;18:00;27.03.2019
1285;0.2570;0;18:30;27.03.2019
1286;0.2570;0;19:00;27.03.2019
1287;0.3660;0.0620;19:30;27.03.2019
1288;0.4010;0.0740;20:00;27.03.2019
1289;0.4100;0.0760;20:30;27.03.2019
1290;0.4310;0.0780;21:00;27.03.2019
1291;0.4260;0.0740;21:30;27.03.2019
1292;0.4250;0.0700;22:00;27.03.2019
1293;0.4230;0.0580;22:30;27.03.2019
1294;0.4190;0.0620;23:00;27.03.2019
1295;0.4190;0.0710;23:30;27.03.2019
1296;0.4160;0.0700;00:00;28.03.2019
1297;0.4040;0.0760;00:30;28.03.2019
1298;0.3980;0.0760;01:00;28.03.2019
1299;0.3940;0.0740;01:30;28.03.2019
1300;0.3950;0.0740;02:00;28.03.2019
1301;0.3910;0.0750;02:30;28.03.2019
1302;0.3770;0.0750;03:00;28.03.2019
1303;0.3760;0.0740;03:30;28.03.2019
1304;0.3760;0.0750;04:00;28.03.2019
1305;0.3750;0.0750;04:30;28.03.2019
1306;0.3720;0.0750;05:00;28.03.2019
1307;0.3700;0.0750;05:30;28.03.2019
1308;0.3720;0.0750;06:00;28.03.2019
1309;0.2800;0.0190;06:30;28.03.2019
1310;0.2470;0;07:00;28.03.2019
1311;0.2490;0;07:30;28.03.2019
1312;0.2490;0;08:00;28.03.2019
1313;0.2500;0;08:30;28.03.2019
1314;0.2520;0;09:00;28.03.2019
1315;0.2530;0;09:30;28.03.2019
1316;0.2520;0;10:00;28.03.2019
1317;0.2520;0;10:30;28.03.2019
1318;0.2530;0;11:00;28.03.2019
1319;0.2530;0;11:30;28.03.2019
1320;0.2540;0;12:00;28.03.2019
1321;0.2540;0;12:30;28.03.2019
1322;0.2550;0;13:00;28.03.2019
1323;0.2560;0;13:30;28.03.2019
1324;0.2550;0;14:00;28.03.2019
1325;0.2550;0;14:30;28.03.2019
1326;0.2560;0;15:00;28.03.2019
1327;0.2550;0;15:30;28.03.2019
1328;0.2550;0;16:00;28.03.2019
1329;0.2580;0;16:30;28.03.2019
1330;0.2570;0;17:00;28.03.2019
1331;0.2560;0;17:30;28.03.2019
1332;0.2540;0;18:00;28.03.2019
1333;0.2570;0;18:30;28.03.2019
1334;0.2570;0.0090;19:00;28.03.2019
1335;0.3620;0.0580;19:30;28.03.2019
1336;0.4020;0.0720;20:00;28.03.2019
1337;0.4050;0.0730;20:30;28.03.2019
1338;0.4120;0.0740;21:00;28.03.2019
1339;0.4250;0.0750;21:30;28.03.2019
1340;0.4200;0.0740;22:00;28.03.2019
1341;0.4190;0.0720;22:30;28.03.2019
1342;0.4160;0.0640;23:00;28.03.2019
1343;0.4160;0.0700;23:30;28.03.2019
1344;0.4140;0.0710;00:00;29.03.2019
1345;0.3960;0.0730;00:30;29.03.2019
1346;0.3940;0.0750;01:00;29.03.2019
1347;0.3950;0.0750;01:30;29.03.2019
1348;0.3930;0.0750;02:00;29.03.2019
1349;0.3950;0.0760;02:30;29.03.2019
1350;0.3840;0.0750;03:00;29.03.2019
1351;0.3710;0.0750;03:30;29.03.2019
1352;0.3740;0.0740;04:00;29.03.2019
1353;0.3740;0.0740;04:30;29.03.2019
1354;0.3750;0.0750;05:00;29.03.2019
1355;0.3730;0.0730;05:30;29.03.2019
1356;0.3760;0.0740;06:00;29.03.2019
1357;0.2850;0.0190;06:30;29.03.2019
1358;0.2570;0;07:00;29.03.2019
1359;0.2580;0;07:30;29.03.2019
1360;0.2590;0;08:00;29.03.2019
1361;0.2600;0;08:30;29.03.2019
1362;0.2590;0;09:00;29.03.2019
1363;0.2650;0;09:30;29.03.2019
1364;0.2660;0;10:00;29.03.2019
1365;0.2820;0;10:30;29.03.2019
1366;0.2860;0;11:00;29.03.2019
1367;0.2870;0.0010;11:30;29.03.2019
1368;0.2860;0;12:00;29.03.2019
1369;0.2880;0;12:30;29.03.2019
1370;0.2870;0;13:00;29.03.2019
1371;0.2900;0;13:30;29.03.2019
1372;0.2880;0;14:00;29.03.2019
1373;0.2880;0;14:30;29.03.2019
1374;0.3030;0;15:00;29.03.2019
1375;0.3060;0;15:30;29.03.2019
1376;0.3000;0;16:00;29.03.2019
1377;0.2820;0;16:30;29.03.2019
1378;0.2760;0;17:00;29.03.2019
1379;0.2770;0;17:30;29.03.2019
1380;0.2760;0;18:00;29.03.2019
1381;0.2760;0;18:30;29.03.2019
1382;0.2760;0;19:00;29.03.2019
1383;0.3830;0.0590;19:30;29.03.2019
1384;0.4220;0.0740;20:00;29.03.2019
1385;0.4260;0.0760;20:30;29.03.2019
1386;0.4130;0.0760;21:00;29.03.2019
1387;0.4050;0.0740;21:30;29.03.2019
1388;0.4010;0.0730;22:00;29.03.2019
1389;0.3970;0.0690;22:30;29.03.2019
1390;0.3950;0.0680;23:00;29.03.2019
1391;0.3960;0.0720;23:30;29.03.2019
1392;0.3920;0.0710;00:00;30.03.2019
1393;0.3870;0.0690;00:30;30.03.2019
1394;0.3850;0.0690;01:00;30.03.2019
1395;0.3850;0.0690;01:30;30.03.2019
1396;0.3850;0.0690;02:00;30.03.2019
1397;0.3880;0.0700;02:30;30.03.2019
1398;0.3890;0.0700;03:00;30.03.2019
1399;0.3890;0.0710;03:30;30.03.2019
1400;0.3890;0.0700;04:00;30.03.2019
1401;0.3880;0.0700;04:30;30.03.2019
1402;0.3860;0.0710;05:00;30.03.2019
1403;0.3860;0.0700;05:30;30.03.2019
1404;0.3830;0.0710;06:00;30.03.2019
1405;0.2810;0.0190;06:30;30.03.2019
1406;0.2510;0;07:00;30.03.2019
1407;0.2490;0;07:30;30.03.2019
1408;0.2490;0;08:00;30.03.2019
1409;0.2500;0;08:30;30.03.2019
1410;0.2460;0;09:00;30.03.2019
1411;0.2470;0;09:30;30.03.2019
1412;0.2480;0;10:00;30.03.2019
1413;0.2470;0;10:30;30.03.2019
1414;0.2480;0;11:00;30.03.2019
1415;0.2480;0;11:30;30.03.2019
1416;0.2470;0;12:00;30.03.2019
1417;0.2480;0;12:30;30.03.2019
1418;0.2490;0;13:00;30.03.2019
1419;0.2480;0;13:30;30.03.2019
1420;0.2460;0;14:00;30.03.2019
1421;0.2450;0;14:30;30.03.2019
1422;0.2440;0;15:00;30.03.2019
1423;0.2440;0;15:30;30.03.2019
1424;0.2440;0;16:00;30.03.2019
1425;0.2440;0;16:30;30.03.2019
1426;0.2450;0;17:00;30.03.2019
1427;0.2440;0;17:30;30.03.2019
1428;0.2450;0;18:00;30.03.2019
1429;0.2440;0;18:30;30.03.2019
1430;0.2440;0;19:00;30.03.2019
1431;0.3500;0.0550;19:30;30.03.2019
1432;0.3840;0.0680;20:00;30.03.2019
1433;0.3860;0.0690;20:30;30.03.2019
1434;0.2560;0.0070;21:00;30.03.2019
1435;0.2570;0;21:30;30.03.2019
1436;0.3920;0.0680;22:00;30.03.2019
1437;0.4050;0.0660;22:30;30.03.2019
1438;0.4060;0.0630;23:00;30.03.2019
1439;0.4050;0.0700;23:30;30.03.2019
1440;0.4000;0.0690;00:00;31.03.2019
1441;0.3800;0.0710;00:30;31.03.2019
1442;0.3790;0.0700;01:00;31.03.2019
1443;0.3800;0.0710;01:30;31.03.2019
1444;0.3800;0.0720;02:00;31.03.2019
1445;0.3810;0.0720;02:30;31.03.2019
1446;0.3810;0.0720;03:00;31.03.2019
1447;0.3680;0.0730;03:30;31.03.2019
1448;0.3630;0.0730;04:00;31.03.2019
1449;0.3640;0.0730;04:30;31.03.2019
1450;0.3620;0.0720;05:00;31.03.2019
1451;0.3620;0.0720;05:30;31.03.2019
1452;0.3660;0.0730;06:00;31.03.2019
1453;0.2750;0.0180;06:30;31.03.2019
1454;0.2470;0;07:00;31.03.2019
1455;0.2450;0;07:30;31.03.2019
1456;0.2460;0;08:00;31.03.2019
1457;0.2460;0;08:30;31.03.2019
1458;0.2450;0;09:00;31.03.2019
1459;0.2470;0;09:30;31.03.2019
1460;0.2490;0;10:00;31.03.2019
1461;0.2470;0;10:30;31.03.2019
1462;0.2430;0;11:00;31.03.2019
1463;0.2410;0;11:30;31.03.2019
1464;0.2420;0;12:00;31.03.2019
1465;0.2420;0;12:30;31.03.2019
1466;0.2410;0;13:00;31.03.2019
1467;0.2410;0;13:30;31.03.2019
1468;0.2400;0;14:00;31.03.2019
1469;0.2410;0;14:30;31.03.2019
1470;0.2420;0;15:00;31.03.2019
1471;0.2400;0;15:30;31.03.2019
1472;0.2420;0;16:00;31.03.2019
1473;0.2410;0;16:30;31.03.2019
1474;0.2410;0;17:00;31.03.2019
1475;0.2410;0;17:30;31.03.2019
1476;0.2410;0;18:00;31.03.2019
1477;0.2400;0;18:30;31.03.2019
1478;0.2420;0;19:00;31.03.2019
1479;0.3460;0.0520;19:30;31.03.2019
1480;0.3840;0.0700;20:00;31.03.2019
1481;0.3830;0.0660;20:30;31.03.2019
1482;0.3840;0.0670;21:00;31.03.2019
1483;0.3840;0.0690;21:30;31.03.2019
1484;0.3830;0.0690;22:00;31.03.2019
1485;0.3820;0.0690;22:30;31.03.2019
1486;0.3840;0.0680;23:00;31.03.2019
1487;0.3800;0.0690;23:30;31.03.2019
1488;0.3820;0.0710;00:00;01.04.2019
